Layer,Fieldname,PFL,GIS,TR and Scraps,Duplicates
P_MAOPCalcRange,OBJECTID,,,,
P_MAOPCalcRange,CREATIONUSER,,,,
P_MAOPCalcRange,DATECREATED,,,,
P_MAOPCalcRange,DATEMODIFIED,,,,
P_MAOPCalcRange,LASTUSER,,,,
P_MAOPCalcRange,CONTINROUTEID,Route ID,,,Check
P_MAOPCalcRange,CONTINROUTENAME,TR,,,Check
P_MAOPCalcRange,EVENTID,,,,
P_MAOPCalcRange,CONTINFROMM,From Measure,,,
P_MAOPCalcRange,CONTINTOM,To Measure,,,
P_MAOPCalcRange,DOCUMENTMATURITYINDEX,,,,
P_MAOPCalcRange,LOCATIONERROR,,,,
P_MAOPCalcRange,MAOPDESIGN,DP of Pipe 192.619(a)(1),,,Check
P_MAOPCalcRange,MAOPRECORD,Governing MAOP,,,Check
P_MAOPCalcRange,MAOPTEST,Test Pressure 192.619(a)(2),,,Check
P_MAOPCalcRange,MAOPUNITOFMEASURE,,,,
P_MAOPCalcRange,FROMDATE,,,,
P_MAOPCalcRange,TODATE,,,,
P_MAOPCalcRange,PRESSUREESTABLISHEDBY,,,,
P_MAOPCalcRange,SHAPE,,,,
P_MAOPCalcRange,GLOBALID,,,,
P_MAOPCalcRange,SHAPE_Length,,,,
P_TVCLine,OBJECTID,,,,
P_TVCLine,ODDOCUMENT1TYPE,OD 1 Document 1 Type,,,Check
P_TVCLine,ODDOCUMENT2TYPE,OD 1 Document 2 Type,,,Check
P_TVCLine,ODDOCUMENT3TYPE,OD 1 Document 3 Type,,,Check
P_TVCLine,ODDOCUMENT4TYPE,OD 1 Document 4 Type,,,Check
P_TVCLine,ODDOCUMENT5TYPE,OD 1 Document 5 Type,,,Check
P_TVCLine,WTDOCUMENT1TYPE,WT 1 Document 1 Type,,,Check
P_TVCLine,WTDOCUMENT2TYPE,WT 1 Document 2 Type,,,Check
P_TVCLine,WTDOCUMENT3TYPE,WT 1 Document 3 Type,,,Check
P_TVCLine,WTDOCUMENT4TYPE,WT 1 Document 4 Type,,,Check
P_TVCLine,WTDOCUMENT5TYPE,WT 1 Document 5 Type,,,Check
P_TVCLine,PIPEGRADEDOCUMENT1TYPE,Spec Grade Document 1 Type,,,Check
P_TVCLine,PIPEGRADEDOCUMENT2TYPE,Spec Grade Document 2 Type,,,Check
P_TVCLine,PIPEGRADEDOCUMENT3TYPE,Spec Grade Document 3 Type,,,Check
P_TVCLine,PIPEGRADEDOCUMENT4TYPE,Spec Grade Document 4 Type,,,Check
P_TVCLine,CONTINROUTEID,Route ID,,,Check
P_TVCLine,CONTINROUTENAME,TR,,,Check
P_TVCLine,CONTINFROMM,From Measure,,,
P_TVCLine,CONTINTOM,To Measure,,,
P_TVCLine,FROMDATE,,,,
P_TVCLine,TODATE,,,,
P_TVCLine,PIPEGRADEDOCUMENT5TYPE,Spec Grade Document 5 Type,,,Check
P_TVCLine,PROJECTNUMBER,,,,
P_TVCLine,PROJECTDESCRIPTION,Project Name,,,Check
P_TVCLine,ENGFROMM,From Station,,,
P_TVCLine,ENGTOM,To Station,,,
P_TVCLine,SEAMDOCUMENT1TYPE,Seam Document 1 Type,,,Check
P_TVCLine,ODDOCUMENT1,OD 1 Document 1,,,Check
P_TVCLine,SEAMDOCUMENT2TYPE,Seam Document 2 Type,,,Check
P_TVCLine,ODDOCUMENT2,OD 1 Document 2,,,Check
P_TVCLine,SEAMDOCUMENT3TYPE,Seam Document 3 Type,,,Check
P_TVCLine,ODDOCUMENT3,OD 1 Document 3,,,Check
P_TVCLine,SEAMDOCUMENT4TYPE,Seam Document 4 Type,,,Check
P_TVCLine,ODDOCUMENT4,OD 1 Document 4,,,Check
P_TVCLine,SEAMDOCUMENT5TYPE,Seam Document 5 Type,,,Check
P_TVCLine,ODDOCUMENT5,OD 1 Document 5,,,Check
P_TVCLine,JOINTFACTOR,Joint Factor [E],,,Check
P_TVCLine,WTDOCUMENT1,WT 1 Document 1,,,Check
P_TVCLine,WTDOCUMENT2,WT 1 Document 2,,,Check
P_TVCLine,WTDOCUMENT3,WT 1 Document 3,,,Check
P_TVCLine,WTDOCUMENT4,WT 1 Document 4,,,Check
P_TVCLine,WTTVCSTATUS,WT 1 Matrix Check,,,Check
P_TVCLine,WTDOCUMENT5,WT 1 Document 5,,,Check
P_TVCLine,PIPEGRADETVCSTATUS,Spec Grade Matrix Check,,,Check
P_TVCLine,SEAMTVCSTATUS,Seam Matrix Check,,,Check
P_TVCLine,ODTVCSTATUS,OD 1 Matrix Check,,,Check
P_TVCLine,PIPEGRADEDOCUMENT1,Spec Grade Document 1,,,Check
P_TVCLine,PIPEGRADEDOCUMENT2,Spec Grade Document 2,,,Check
P_TVCLine,PIPEGRADEDOCUMENT3,Spec Grade Document 3,,,Check
P_TVCLine,PIPEGRADEDOCUMENT4,Spec Grade Document 4,,,Check
P_TVCLine,PIPEGRADEDOCUMENT5,Spec Grade Document 5,,,Check
P_TVCLine,NONTVCGAPSTATUS,Non TVC Gap Status,,,Check
P_TVCLine,SEAMDOCUMENT1,Seam Document 1,,,Check
P_TVCLine,SEAMDOCUMENT2,Seam Document 2,,,Check
P_TVCLine,SEAMTYPE,SeamType,,,Check
P_TVCLine,SEAMDOCUMENT3,Seam Document 3,,,Check
P_TVCLine,OUTSIDEDIAMETER,Outside Diameter [D],,,Check
P_TVCLine,SEAMDOCUMENT4,Seam Document 4,,,Check
P_TVCLine,FEATURETYPE,Feature Type,,,Check
P_TVCLine,SEAMDOCUMENT5,Seam Document 5,,,Check
P_TVCLine,PIPEGRADE,Grade,,,Check
P_TVCLine,WALLTHICKNESS,Wall Thickness [t],,,Check
P_TVCLine,WALLTHICKNESS2,Wall Thickness 2,,,Check
P_TVCLine,TVCSTATUS,TVC Status,,,Check
P_TVCLine,ENGINEERINGWHITEPAPER1,Engineering Whitepaper 1,,,Check
P_TVCLine,ENGINEERINGWHITEPAPER2,Engineering Whitepaper 2,,,Check
P_TVCLine,ENGINEERINGWHITEPAPER3,Engineering Whitepaper 3,,,Check
P_TVCLine,ENGINEERINGWHITEPAPER4,Engineering Whitepaper 4,,,Check
P_TVCLine,ENGINEERINGWHITEPAPER5,Engineering Whitepaper 5,,,Check
P_TVCLine,DEFAULTSMYSINDICATOR,,,,
P_TVCLine,EVENTID,,,,
P_TVCLine,LOCATIONERROR,,,,
P_TVCLine,PTDOCUMENT,PT Document,,,Check
P_TVCLine,DEFAULTJOINTFACTOR,Default Joint Factor [E],,,Check
P_TVCLine,WHITEPAPER,Whitepaper,,,Check
P_TVCLine,QCCOMMENT,QC Comment,,,Check
P_TVCLine,DEFAULTDESIGNFACTOR,Default Design Factor,,,Check
P_TVCLine,DESIGNPRESSURETVCSTATUS,DP TVC,,,Check
P_TVCLine,PRESSURETESTTVCSTATUS,PT TVC,,,Check
P_TVCLine,TVC,TVC,,,Check
P_TVCLine,SMYS,SMYS [S],,,Check
P_TVCLine,DATECREATED,,,,
P_TVCLine,CREATIONUSER,,,,
P_TVCLine,LASTUSER,,,,
P_TVCLine,DATEMODIFIED,,,,
P_TVCLine,SHAPE,,,,
P_TVCLine,GLOBALID,,,,
P_TVCLine,SHAPE_Length,,,,
P_NonControllableFitting,OBJECTID,,,,
P_NonControllableFitting,ABANDONEDINDICATOR,,ABANDONEDINDICATOR,ABANDONEDINDICATOR,
P_NonControllableFitting,ASSETGROUP,,ASSETGROUP,ASSETGROUP,
P_NonControllableFitting,ASSETTYPE,,ASSETTYPE,ASSETTYPE,
P_NonControllableFitting,ASSETUNITCODE,,ASSETUNITCODE,ASSETUNITCODE,
P_NonControllableFitting,BARCODE,,BARCODE,BARCODE,
P_NonControllableFitting,BONDEDINDICATOR,,BONDEDINDICATOR,BONDEDINDICATOR,
P_NonControllableFitting,CITYNAME,,CITYNAME,CITYNAME,
P_NonControllableFitting,COMMENTS,,COMMENTS,COMMENTS,
P_NonControllableFitting,CONNECTIONTYPE,End Connections,,,
P_NonControllableFitting,CONTINM,From Measure,,,
P_NonControllableFitting,CONTINROUTEID,Route ID,,,
P_NonControllableFitting,CONTINROUTENAME,TR,,,
P_NonControllableFitting,COUNTYNAME,,COUNTYNAME,COUNTYNAME,
P_NonControllableFitting,CPMETHOD,,CPMETHOD,CPMETHOD,
P_NonControllableFitting,CPSYSTEMNAME,,CPSYSTEMNAME,CPSYSTEMNAME,
P_NonControllableFitting,CPTYPE,,CPTYPE,CPTYPE,
P_NonControllableFitting,CREATIONUSER,,,,
P_NonControllableFitting,CUNUMLASTSAVED,,CUNUMLASTSAVED,CUNUMLASTSAVED,
P_NonControllableFitting,DATECREATED,,,,
P_NonControllableFitting,DATEMODIFIED,,,,
P_NonControllableFitting,DATERETIRED,,DATERETIRED,DATERETIRED,
P_NonControllableFitting,DEPTH,,DEPTH,DEPTH,
P_NonControllableFitting,DETAILINDICATOR,,DETAILINDICATOR,DETAILINDICATOR,
P_NonControllableFitting,DEVICENUMBER,,DEVICENUMBER,DEVICENUMBER,
P_NonControllableFitting,DIVISION,,DIVISION,DIVISION,
P_NonControllableFitting,ENABLED,,ENABLED,ENABLED,
P_NonControllableFitting,EVENTID,EventID,EventID,EventID,
P_NonControllableFitting,FACILITYID,Facility ID-DO NOT EDIT,FACILITYID,FACILITYID,
P_NonControllableFitting,FITTINGSIZE,Outside Diameter [D],,,
P_NonControllableFitting,FITTINGTYPE,Feature,,,
P_NonControllableFitting,FROMDATE,,FROMDATE,,
P_NonControllableFitting,GASTRACEWEIGHT,,GASTRACEWEIGHT,GASTRACEWEIGHT,
P_NonControllableFitting,GISSYSTEMTYPE,,GISSYSTEMTYPE,GISSYSTEMTYPE,
P_NonControllableFitting,GPSX,,GPSX,GPSX,
P_NonControllableFitting,GPSY,,GPSY,GPSY,
P_NonControllableFitting,INSERVICEDATE,,INSERVICEDATE,INSERVICEDATE,
P_NonControllableFitting,INSIDEFENCEINDICATOR,,INSIDEFENCEINDICATOR,INSIDEFENCEINDICATOR,
P_NonControllableFitting,INSTALLATIONDATE,Feature Install Date,,,
P_NonControllableFitting,INSTALLMETHOD,Above Ground/Below Ground,,,
P_NonControllableFitting,INSTALLPERSON,,INSTALLPERSON,INSTALLPERSON,
P_NonControllableFitting,INSULATEDINDICATOR,,INSULATEDINDICATOR,INSULATEDINDICATOR,
P_NonControllableFitting,JOBMODIFYNAME,,JOBMODIFYNAME,JOBMODIFYNAME,
P_NonControllableFitting,JOBPLACENAME,,JOBPLACENAME,JOBPLACENAME,
P_NonControllableFitting,LASTUSER,,LASTUSER,LASTUSER,
P_NonControllableFitting,LASTUSERNAME,,LASTUSERNAME,LASTUSERNAME,
P_NonControllableFitting,LINENUMBER,,LINENUMBER,LINENUMBER,
P_NonControllableFitting,LOCATIONERROR,,,,
P_NonControllableFitting,MANUFACTURELOTNUMBER,,MANUFACTURELOTNUMBER,MANUFACTURELOTNUMBER,
P_NonControllableFitting,MANUFACTURER,Manufacturer,,,
P_NonControllableFitting,MANUFACTURERDATE,,MANUFACTURERDATE,MANUFACTURERDATE,
P_NonControllableFitting,MANUFACTURERMODEL,Model Number,,,
P_NonControllableFitting,MAOPDESIGN,DP of Pipe 192.619(a)(1),,,
P_NonControllableFitting,MAOPFEATURE,,MAOPFEATURE,MAOPFEATURE,
P_NonControllableFitting,MAOPRECORD,Governing MAOP,,,
P_NonControllableFitting,MAOPTEST,Test Pressure 192.619(a)(2),,,
P_NonControllableFitting,MAOPUNITOFMEASURE,,MAOPUNITOFMEASURE,MAOPUNITOFMEASURE,
P_NonControllableFitting,MXCREATIONSTATE,,MXCREATIONSTATE,MXCREATIONSTATE,
P_NonControllableFitting,MXSITEID,,MXSITEID,MXSITEID,
P_NonControllableFitting,NOMINALDIAMETER,,NOMINALDIAMETER,NOMINALDIAMETER,
P_NonControllableFitting,OPCENTER,,OPCENTER,OPCENTER,
P_NonControllableFitting,OPCENTERCSS,,OPCENTERCSS,OPCENTERCSS,
P_NonControllableFitting,OUTAGEZONE1,,OUTAGEZONE1,OUTAGEZONE1,
P_NonControllableFitting,OWNER,,OWNER,OWNER,
P_NonControllableFitting,PARTNUMBER,,PARTNUMBER,PARTNUMBER,
P_NonControllableFitting,PIPEGRADE,Grade,,,
P_NonControllableFitting,POLYTYPE,,POLYTYPE,POLYTYPE,
P_NonControllableFitting,PRESSURECLASS,,PRESSURECLASS,PRESSURECLASS,
P_NonControllableFitting,PRESSURESYSTEMNAME,GSID,,,
P_NonControllableFitting,PROJECTNUMBER,,PROJECTNUMBER,PROJECTNUMBER,
P_NonControllableFitting,PROJECTNUMBERRETIRED,,PROJECTNUMBERRETIRED,PROJECTNUMBERRETIRED,
P_NonControllableFitting,REFLOCATION,,REFLOCATION,REFLOCATION,
P_NonControllableFitting,REFMETHOD,,REFMETHOD,REFMETHOD,
P_NonControllableFitting,REFOFFSET,,REFOFFSET,REFOFFSET,
P_NonControllableFitting,SDR,,SDR,SDR,
P_NonControllableFitting,SPATIALACCURACY,,SPATIALACCURACY,SPATIALACCURACY,
P_NonControllableFitting,SPECWALL,Wall Thickness [t],,,
P_NonControllableFitting,STATENAME,,STATENAME,STATENAME,
P_NonControllableFitting,STATUS,,STATUS,STATUS,
P_NonControllableFitting,STOCKNUMBER,,STOCKNUMBER,STOCKNUMBER,
P_NonControllableFitting,STOPPERRATING,,STOPPERRATING,STOPPERRATING,
P_NonControllableFitting,STYLE,Feature Type,,,
P_NonControllableFitting,STYLEDEFAULT,,STYLEDEFAULT,STYLEDEFAULT,
P_NonControllableFitting,SUBSIDIARY,,SUBSIDIARY,SUBSIDIARY,
P_NonControllableFitting,SUBTYPECD,,SUBTYPECD,SUBTYPECD,
P_NonControllableFitting,SYMBOLROTATION,,SYMBOLROTATION,SYMBOLROTATION,
P_NonControllableFitting,SYMBOLSCALE,,SYMBOLSCALE,SYMBOLSCALE,
P_NonControllableFitting,SYSTEMTYPE,,SYSTEMTYPE,SYSTEMTYPE,
P_NonControllableFitting,TAPSIZE,,TAPSIZE,TAPSIZE,
P_NonControllableFitting,TAPTYPE,,TAPTYPE,TAPTYPE,
P_NonControllableFitting,TEESIZE,,TEESIZE,TEESIZE,
P_NonControllableFitting,TODATE,,TODATE,,
P_NonControllableFitting,TOWNGASNAME,,TOWNGASNAME,TOWNGASNAME,
P_NonControllableFitting,TOWNSHIP,,TOWNSHIP,TOWNSHIP,
P_NonControllableFitting,TOWNSHIPQQS,,TOWNSHIPQQS,TOWNSHIPQQS,
P_NonControllableFitting,WORKORDERID,Work Order Number,,,
P_NonControllableFitting,WORKORDERIDRETIRED,,WORKORDERIDRETIRED,WORKORDERIDRETIRED,
P_NonControllableFitting,YEARINSTALLED,,YEARINSTALLED,YEARINSTALLED,
P_NonControllableFitting,GLOBALID,,,,
P_NonControllableFitting,MXASSETNUM,Maximo Asset Number-DO NOT EDIT,,,
P_NonControllableFitting,SHAPE,,,,
P_NonControllableFitting,WORKREQUESTID,,WORKREQUESTID,WORKREQUESTID,
P_NonControllableFitting,DESIGNID,,DESIGNID,DESIGNID,
P_NonControllableFitting,WORKLOCATIONID,,WORKLOCATIONID,WORKLOCATIONID,
P_NonControllableFitting,WORKFLOWSTATUS,,WORKFLOWSTATUS,WORKFLOWSTATUS,
P_NonControllableFitting,WORKFUNCTION,,WORKFUNCTION,WORKFUNCTION,
P_NonControllableFitting,CHANGEDATABASE,,CHANGEDATABASE,CHANGEDATABASE,
P_NonControllableFitting,INCOMPLETERECORDS,,INCOMPLETERECORDS,INCOMPLETERECORDS,
P_NonControllableFitting,PIGBARS,,PIGBARS,PIGBARS,
P_NonControllableFitting,PIGBARDETAILS,,PIGBARDETAILS,PIGBARDETAILS,
P_NonControllableFitting,MXGASHIERARCHYID,,MXGASHIERARCHYID,MXGASHIERARCHYID,
P_NonControllableFitting,ANSIPRESSURECLASS,Rating Class,,,
P_NonControllableFitting,SMYS,SMYS [S],,,
P_NonControllableFitting,SEAMTYPE,SeamType,,,
P_NonControllableFitting,LOCATIONDESCRIPTION,,LOCATIONDESCRIPTION,LOCATIONDESCRIPTION,
P_NonControllableFitting,MATERIAL,Material Type,,,
P_NonControllableFitting,COLLECTIONDATE,,COLLECTIONDATE,,
P_NonControllableFitting,COLLECTIONUPDATEDATE,,COLLECTIONUPDATEDATE,,
P_NonControllableFitting,COLLECTIONUSER,,COLLECTIONUSER,,
P_NonControllableFitting,ESRIGNSS_ALTITUDE,,ESRIGNSS_ALTITUDE,,
P_NonControllableFitting,ESRIGNSS_AVG_H_RMS,,ESRIGNSS_AVG_H_RMS,,
P_NonControllableFitting,ESRIGNSS_AVG_POSITIONS,,ESRIGNSS_AVG_POSITIONS,,
P_NonControllableFitting,ESRIGNSS_AVG_V_RMS,,ESRIGNSS_AVG_V_RMS,,
P_NonControllableFitting,ESRIGNSS_CORRECTIONAGE,,ESRIGNSS_CORRECTIONAGE,,
P_NonControllableFitting,ESRIGNSS_DIRECTION,,ESRIGNSS_DIRECTION,,
P_NonControllableFitting,ESRIGNSS_FIXDATETIME,,ESRIGNSS_FIXDATETIME,,
P_NonControllableFitting,ESRIGNSS_H_RMS,,ESRIGNSS_H_RMS,,
P_NonControllableFitting,ESRIGNSS_H_STDDEV,,ESRIGNSS_H_STDDEV,,
P_NonControllableFitting,ESRIGNSS_HDOP,,ESRIGNSS_HDOP,,
P_NonControllableFitting,ESRIGNSS_LATITUDE,,ESRIGNSS_LATITUDE,,
P_NonControllableFitting,ESRIGNSS_LONGITUDE,,ESRIGNSS_LONGITUDE,,
P_NonControllableFitting,ESRIGNSS_PDOP,,ESRIGNSS_PDOP,,
P_NonControllableFitting,ESRIGNSS_RECEIVER,,ESRIGNSS_RECEIVER,,
P_NonControllableFitting,ESRIGNSS_SPEED,,ESRIGNSS_SPEED,,
P_NonControllableFitting,ESRIGNSS_STATIONID,,ESRIGNSS_STATIONID,,
P_NonControllableFitting,ESRIGNSS_V_RMS,,ESRIGNSS_V_RMS,,
P_NonControllableFitting,ESRIGNSS_VDOP,,ESRIGNSS_VDOP,,
P_NonControllableFitting,ESRISNSR_AZIMUTH,,ESRISNSR_AZIMUTH,,
P_NonControllableFitting,FUSIONFORMNUMBER,,FUSIONFORMNUMBER,,
P_NonControllableFitting,FUSIONSERIALNUMBER,,FUSIONSERIALNUMBER,,
P_NonControllableFitting,INSPECTORCOMPANY,,INSPECTORCOMPANY,,
P_NonControllableFitting,INSPECTORNAME,,INSPECTORNAME,,
P_NonControllableFitting,INSTALLERCOMPANY,,INSTALLERCOMPANY,,
P_NonControllableFitting,INSTALLPERSONID,,INSTALLPERSONID,,
P_NonControllableFitting,INSTALLPERSONNAME,,INSTALLPERSONNAME,,
P_NonControllableFitting,LV_ID,,LV_ID,,
P_NonControllableFitting,LV_PROJECTID,,LV_PROJECTID,,
P_NonControllableFitting,LV_UID,,LV_UID,,
P_NonControllableFitting,LV_WORKUNITID,,LV_WORKUNITID,,
P_NonControllableFitting,ESRIGNSS_FIXTYPE,,ESRIGNSS_FIXTYPE,,
P_NonControllableFitting,ESRIGNSS_NUMSATS,,ESRIGNSS_NUMSATS,,
P_NonControllableFitting,RATING,,RATING,,
P_NonControllableFitting,SCHEDULE,,SCHEDULE,,
P_NonControllableFitting,SDR2,,SDR2,,
P_NonControllableFitting,SPECIFICATION,,SPECIFICATION,,
P_NonControllableFitting,WELDER1,,WELDER1,,
P_NonControllableFitting,WELDER2,,WELDER2,,
P_NonControllableFitting,WELDER3,,WELDER3,,
P_NonControllableFitting,WELDER4,,WELDER4,,
P_NonControllableFitting,WELDNUMBER,,WELDNUMBER,,
P_NonControllableFitting,ESRIGNSS_POSITIONSOURCETYPE,,ESRIGNSS_POSITIONSOURCETYPE,,
P_NonControllableFitting,NOMINALDIAMETER2,,NOMINALDIAMETER2,,
P_NonControllableFitting,XRAYNUMBER,,XRAYNUMBER,,
P_NonControllableFitting,WALLTHICKNESS,,WALLTHICKNESS,,
P_NonControllableFitting,WALLTHICKNESS2,,WALLTHICKNESS2,,
P_NonControllableFitting,RADIUS,,RADIUS,,
P_NonControllableFitting,ASTMCATEGORY,,ASTMCATEGORY,,
P_NonControllableFitting,ASTMSIZESTANDARD1,,ASTMSIZESTANDARD1,,
P_NonControllableFitting,ASTMSIZESTANDARD2,,ASTMSIZESTANDARD2,,
P_NonControllableFitting,ASTMSUBCATEGORY,,ASTMSUBCATEGORY,,
P_NonControllableFitting,DEGREE,,DEGREE,,
P_NonControllableFitting,EWNCODE,,EWNCODE,,
P_NonControllableFitting,FLANGEFACE,,FLANGEFACE,,
P_NonControllableFitting,MANUFACTUREROTHER,,MANUFACTUREROTHER,,
P_Pipes,OBJECTID,,,,
P_Pipes,ABANDONEDINDICATOR,,ABANDONEDINDICATOR,ABANDONEDINDICATOR,
P_Pipes,ACTUALINTERNALDIAMETER,,,,
P_Pipes,ASSETGROUP,,ASSETGROUP,ASSETGROUP,
P_Pipes,ASSETSTYLE,,ASSETSTYLE,ASSETSTYLE,
P_Pipes,ASSETTYPE,,ASSETTYPE,ASSETTYPE,
P_Pipes,ASSETUNITCODE,,ASSETUNITCODE,ASSETUNITCODE,
P_Pipes,BARCODE,,BARCODE,BARCODE,
P_Pipes,CITYNAME,,CITYNAME,CITYNAME,
P_Pipes,COATINGAPPLICATIONDATE,,COATINGAPPLICATIONDATE,COATINGAPPLICATIONDATE,
P_Pipes,COATINGTYPE,Coating Type,,,Check
P_Pipes,COMMENTS,,COMMENTS,COMMENTS,
P_Pipes,COMMODITY,,COMMODITY,COMMODITY,
P_Pipes,CONTINFROMM,From Measure,,,
P_Pipes,CONTINROUTEID,Route ID,,,Check
P_Pipes,CONTINROUTENAME,TR,,,Check
P_Pipes,CONTINTOM,To Measure,,,
P_Pipes,CONTRACTNUMBER,,CONTRACTNUMBER,CONTRACTNUMBER,
P_Pipes,COUNTYNAME,,COUNTYNAME,COUNTYNAME,
P_Pipes,CPSYSTEMNAME,,CPSYSTEMNAME,CPSYSTEMNAME,
P_Pipes,CPTYPE,,CPTYPE,CPTYPE,
P_Pipes,CREATIONUSER,,CREATIONUSER,CREATIONUSER,
P_Pipes,CRITICALINDICATOR,,CRITICALINDICATOR,CRITICALINDICATOR,
P_Pipes,CROSSINGTYPE,Crossing Type,,,Check
P_Pipes,CUNUMLASTSAVED,,CUNUMLASTSAVED,CUNUMLASTSAVED,
P_Pipes,DATECREATED,,DATECREATED,DATECREATED,
P_Pipes,DATEMODIFIED,,DATEMODIFIED,DATEMODIFIED,
P_Pipes,DATERETIRED,,DATERETIRED,DATERETIRED,
P_Pipes,DATEUPRATED,,DATEUPRATED,DATEUPRATED,
P_Pipes,DESIGNCLASS,,DESIGNCLASS,DESIGNCLASS,
P_Pipes,DESIGNFACTOR,Design Factor [F],,,Check
